irradiance_Wm2;pv_power_kW;sky_state;inclinacion_°;temperatura_ambiental_°C;generacion_W
673,9;25,634;clear;45;30;112,932162
777,5;29,501;clear;45;10;140,92965
932,1;33,828;clear;45;20;162,576882
799,2;29,846;clear;45;30;133,929936
856,6;34,425;clear;45;20;149,408172
796,3;29,902;clear;45;20;138,890646
674,8;24,582;clear;20;10;128,75184
542,2;21,872;clear;20;20;99,54792
401,6;14,212;clear;20;20;73,73376
322;9,67;clear;45;10;58,36572
225,8;9,291;clear;45;10;40,928508
145,6;5,825;clear;45;20;25,395552
147,5;5,114;clear;45;30;24,71805
0;0;clear;20;30;0
0;0;cloudy;20;20;0
0;0;cloudy;20;30;0
0;0;cloudy;20;10;0
0;0;cloudy;20;20;0
190,7;8,755;cloudy;45;10;34,566282
6,2;0;cloudy;45;10;1,123812
35,7;1,902;cloudy;20;30;6,29748
222,7;10,035;cloudy;45;30;37,320066
297,3;9,905;cloudy;20;10;56,72484
343,4;13,658;cloudy;20;10;65,52072
408,3;14,704;cloudy;20;20;74,96388
655;23,54;cloudy;45;30;109,7649
670,1;30,811;cloudy;20;20;123,03036
663,1;27,493;cloudy;45;10;120,193506
702;29,845;cloudy;20;10;133,9416
417,9;15,392;cloudy;45;20;72,890118
572,8;20,651;cloudy;20;30;101,04192
366,4;14,556;cloudy;20;30;64,63296
444;17,668;cloudy;20;20;81,5184
76,5;3,727;cloudy;45;10;13,86639
130,8;5,458;cloudy;20;10;24,95664
0;0;cloudy;45;20;0
117;6,067;cloudy;20;30;20,6388
39,4;0,387;cloudy;45;30;6,602652
0;0;cloudy;20;10;0
0;0;cloudy;20;30;0
0;0;cloudy;20;30;0
38,2;0;cloudy;45;10;6,924132
50;2,49;cloudy;45;20;8,721
41,9;0,513;cloudy;20;30;7,39116
263;11,291;cloudy;45;20;45,87246
86,2;5,214;cloudy;20;10;16,44696
318,4;9,721;cloudy;45;10;57,713184
410,3;14,481;cloudy;20;20;75,33108
531,2;23,497;cloudy;45;20;92,651904
529,5;20,266;cloudy;20;20;97,2162
746,5;28,039;cloudy;45;30;125,09847
665,6;26,291;cloudy;45;10;120,646656
596;24,868;cloudy;45;10;108,03096
608,6;25,859;cloudy;45;30;101,989188
671,7;26,506;cloudy;45;20;117,157914
223,1;7,501;cloudy;45;20;38,913102
334;15,701;cloudy;45;20;58,25628
315,6;13,813;cloudy;45;10;57,205656
18,7;2,829;cloudy;20;20;3,43332
154,6;6,219;cloudy;20;10;29,49768
40,3;2,503;cloudy;20;30;7,10892
0;0;cloudy;20;20;0
0;0;cloudy;20;30;0
0;0;cloudy;45;30;0
74,3;1,902;cloudy;45;30;12,451194
0;0;cloudy;20;30;0
106,6;1,323;cloudy;20;10;20,33928
200;5,043;cloudy;45;30;33,516
318,7;11,636;cloudy;45;30;53,407746
336,7;12,177;cloudy;45;10;61,030242
207,1;7,207;cloudy;20;20;38,02356
413,4;17,548;cloudy;20;30;72,92376
314,6;10,409;cloudy;20;30;55,49544
769,7;30,032;cloudy;20;10;146,85876
692,1;26,112;cloudy;20;20;127,06956
504,9;21,425;cloudy;20;10;96,33492
701,1;26,12;cloudy;20;20;128,72196
751,6;27,676;cloudy;45;30;125,953128
455,3;18,035;cloudy;45;10;82,527678
189,2;5,939;cloudy;45;20;33,000264
287,1;11,659;cloudy;45;30;48,112218
123,1;7,225;cloudy;20;20;22,60116
81,4;4,758;cloudy;45;30;13,641012
14,1;0,553;cloudy;20;20;2,58876
80,5;6,216;cloudy;45;10;14,59143
0;0;cloudy;45;20;0
0;0;clear;20;10;0
0;0;clear;45;20;0
18,4;1,624;clear;45;30;3,083472
1;4,575;clear;45;10;0,18126
74,3;0,598;clear;20;10;14,17644
85;2,589;clear;45;30;14,2443
218,3;9,204;clear;45;20;38,075886
356,5;11,849;clear;45;30;59,74227
463,5;18,595;clear;45;10;84,01401
547;20,217;clear;20;10;104,3676
670,7;22,596;clear;20;20;123,14052
797,9;29,791;clear;45;20;139,169718
886,6;32,571;clear;45;20;154,640772
917,4;35,871;clear;45;10;166,287924
828,4;31,82;clear;20;30;146,12976
761,7;28,008;clear;20;30;134,36388
660,6;24,596;clear;20;30;116,52984
547,5;21,452;clear;45;10;99,23985
391,3;11,687;clear;45;20;68,250546
305,3;11,41;clear;20;20;56,05308
225;6,274;clear;45;30;37,7055
78,4;5,655;clear;45;20;13,674528
0;0;clear;20;30;0
36,2;0,677;clear;20;30;6,38568
0;0;clear;20;20;0
0;0;clear;20;30;0
50,7;1,367;clear;45;20;8,843094
67;0,12;clear;45;30;11,22786
88,6;5,312;clear;20;30;15,62904
91,9;1,772;clear;20;30;16,21116
215,3;7,537;clear;45;10;39,025278
260,8;9,902;clear;20;30;46,00512
417;18,27;clear;45;30;69,88086
643,3;23,804;clear;45;20;112,204386
737,5;25,665;clear;20;10;140,715
865,1;34,209;clear;45;30;144,973458
938,8;34,611;clear;45;20;163,745496
990,1;38,423;clear;20;30;174,65364
989,8;39,008;clear;20;20;181,72728
842,6;30,725;clear;20;10;160,76808
739,9;26,214;clear;20;20;135,84564
534,7;20,372;clear;45;30;89,605026
480,4;18,944;clear;45;30;80,505432
340,1;12,375;clear;20;30;59,99364
151,8;4,362;clear;45;10;27,515268
44,9;1,662;clear;20;10;8,56692
84,1;1,6;clear;20;30;14,83524
43,2;3,752;clear;20;20;7,93152
0;0;clear;20;20;0
0;0;clear;20;10;0
43,7;5,375;clear;45;30;7,323246
26,7;0,159;clear;20;20;4,90212
84,8;3,165;clear;20;20;15,56928
96,2;5,158;clear;20;10;18,35496
189,7;6,785;clear;45;30;31,789926
262,5;10,489;clear;20;20;48,195
464,7;19,107;clear;45;20;81,052974
543,3;21,166;clear;45;10;98,478558
683,3;26,72;clear;20;10;130,37364
766,5;29,964;clear;20;30;135,2106
845,5;31,378;clear;45;20;147,47211
827;32,276;clear;45;30;138,58866
913,7;33,595;clear;20;20;167,75532
731,8;28,477;clear;45;10;132,646068
645,4;21,458;clear;45;30;108,156132
505,6;17,109;clear;45;30;84,728448
338,9;14,16;clear;20;30;59,78196
350;14,511;clear;20;20;64,26
155,5;6,855;clear;20;10;29,6694
111,6;6,179;clear;45;30;18,701928
74,3;4,273;clear;45;10;13,467618
30,9;0,747;clear;45;20;5,389578
0;0;clear;20;30;0
0;0;clear;45;10;0
61,2;0,559;clear;45;20;10,674504
45;0,663;clear;45;30;7,5411
107,4;4,542;clear;20;30;18,94536
61,4;2,338;clear;45;30;10,289412
150,4;6,204;clear;20;10;28,69632
300,3;13,075;clear;45;10;54,432378
320,3;10,8;clear;45;10;58,057578
524,8;16,032;clear;45;30;87,945984
660,4;24,033;clear;20;20;121,24944
734,5;27,063;clear;20;10;140,1426
903,5;36,995;clear;20;20;165,8826
876,2;34,703;clear;45;20;152,826804
860,3;31,805;clear;20;30;151,75692
746,4;29,3;clear;45;10;135,292464
523,8;20,305;clear;20;10;99,94104
533,9;20,268;clear;45;10;96,774714
395,1;15,77;clear;20;20;72,54036
287,6;9,652;clear;45;10;52,130376
176,5;7,892;clear;20;20;32,4054
149,2;5,928;clear;45;20;26,023464
54;2,767;clear;20;30;9,5256
97,2;1,156;clear;45;20;16,953624
0;0;clear;45;30;0
0;0;clear;20;10;0
8,8;1,473;clear;20;20;1,61568
25,9;1,487;clear;45;30;4,340322
149;6,815;clear;45;30;24,96942
118,8;5,38;clear;20;30;20,95632
200,2;6,07;clear;20;20;36,75672
251,3;8,966;clear;45;10;45,550638
489;18,071;clear;20;20;89,7804
515;22,186;clear;45;20;89,8263
615,9;27,654;clear;45;20;107,425278
746,6;28,493;clear;20;10;142,45128
899,4;37,16;clear;20;10;171,60552
871,2;34,504;clear;20;30;153,67968
825,9;28,949;clear;45;30;138,404322
759,6;27,289;clear;20;30;133,99344
624;19,151;clear;20;20;114,5664
529,7;19,353;clear;20;30;93,43908
374,6;15,648;clear;45;20;65,337732
288,3;9,773;clear;45;20;50,285286
162,7;6,479;clear;45;10;29,491002
83,8;4,692;clear;45;10;15,189588
52,3;2,217;clear;20;10;9,97884
4,6;0,283;clear;45;20;0,802332
0;0;clear;45;10;0
0;0;clear;20;20;0
0;0;clear;20;10;0
76,4;4,879;clear;45;10;13,848264
144,3;4,337;clear;45;20;25,168806
91,5;4,339;clear;45;10;16,58529
198,1;9,559;clear;45;20;34,552602
313,9;10,597;clear;45;30;52,603362
452,6;17,462;clear;20;20;83,09736
494;17,923;clear;20;30;87,1416
595,2;20,514;clear;20;30;104,99328
736,2;29,822;clear;45;30;123,372396
847;31,285;clear;20;20;155,5092
876,6;34,606;clear;20;20;160,94376
879,1;33,637;clear;45;10;159,345666
737,5;25,49;clear;20;10;140,715
678,2;26,804;clear;20;30;119,63448
506,2;18,154;clear;45;10;91,753812
408,4;14,78;clear;20;20;74,98224
238,8;8,259;clear;20;20;43,84368
214,6;7,672;clear;45;30;35,962668
122;0,55;clear;45;10;22,11372
68,3;2,079;clear;20;20;12,53988
82,8;2,684;clear;45;30;13,875624
0;0;clear;20;30;0
0;0;clear;20;10;0
110,3;0,857;clear;20;20;20,25108
39,5;0,338;clear;20;30;6,9678
107;4,022;clear;45;10;19,39482
118,2;4,366;clear;45;20;20,616444
189,6;7,631;clear;45;10;34,366896
251,4;8,04;clear;20;20;46,15704
441,3;17,255;clear;45;10;79,990038
500,1;21,805;clear;20;10;95,41908
691,9;27,749;clear;20;10;132,01452
778,8;30,06;clear;20;20;142,98768
904,3;37;clear;20;10;172,54044
927,6;33,997;clear;20;20;170,30736
822;33,842;clear;45;30;137,75076
698,7;26,214;clear;45;30;117,088146
675,4;26,908;clear;20;30;119,14056
507,4;19,301;clear;45;30;85,030092
403,9;17,288;clear;20;10;77,06412
313,7;12,1;clear;45;10;56,861262
151,5;5,812;clear;20;20;27,8154
140,7;2,794;clear;20;20;25,83252
108,5;4,007;clear;45;20;18,92457
3,5;0,658;clear;45;10;0,63441
0;0;cloudy;20;30;0
0;0;cloudy;20;10;0
80,4;3,052;cloudy;20;10;15,34032
0;0;cloudy;45;10;0
288,4;10,126;cloudy;45;10;52,275384
81,2;3,208;cloudy;20;30;14,32368
141,2;5,34;cloudy;45;10;25,593912
0;0;cloudy;45;30;0
297,2;12,239;cloudy;20;30;52,42608
341,7;12,061;cloudy;20;20;62,73612
440,9;18,001;cloudy;45;10;79,917534
532,8;20,012;cloudy;20;20;97,82208
423,2;14,215;cloudy;20;10;80,74656
537,3;19,336;cloudy;20;10;102,51684
562,5;18,495;cloudy;20;10;107,325
737,3;28,808;cloudy;45;10;133,642998
383;12,347;cloudy;20;20;70,3188
405,8;16,823;cloudy;45;30;68,003964
377,2;13,323;cloudy;20;30;66,53808
178,2;6,515;cloudy;45;10;32,300532
0;0;cloudy;20;20;0
236,4;6,842;cloudy;20;30;41,70096
0;0;cloudy;20;30;0
0;0;cloudy;45;20;0
0;0;clear;20;30;0
0;0;clear;20;20;0
0;0;clear;45;10;0
126,4;4,98;clear;20;10;24,11712
78,5;0,975;clear;20;10;14,9778
80;2,395;clear;45;10;14,5008
227,7;9,493;clear;20;10;43,44516
273;10,851;clear;20;30;48,1572
409;16,305;clear;20;10;78,0372
568,6;24,139;clear;20;30;100,30104
745,5;29,355;clear;20;30;131,5062
766,1;28,052;clear;45;30;128,383038
892,1;35,044;clear;45;10;161,702046
938,9;35,243;clear;20;10;179,14212
906,5;34,713;clear;20;20;166,4334
901,1;36,327;clear;45;30;151,006338
655,8;24,316;clear;20;30;115,68312
531,7;21,088;clear;45;30;89,102286
378,4;16,267;clear;20;30;66,74976
231,1;8,763;clear;45;10;41,889186
238,1;8,6;clear;45;10;43,158006
130,3;3,012;clear;45;20;22,726926
121,6;6,445;clear;20;10;23,20128
100,1;5,415;clear;20;10;19,09908
0;0;clear;45;30;0
0;0;clear;20;20;0
0;0;clear;45;30;0
0;0;clear;20;20;0
31,9;1,777;clear;45;10;5,782194
104,8;2,872;clear;20;20;19,24128
261,7;12,087;clear;20;20;48,04812
281,2;12,023;clear;45;20;49,046904
369,2;14,005;clear;20;30;65,12688
556,8;24,394;clear;20;10;106,23744
567,3;22,614;clear;45;20;98,948466
731,2;28,908;clear;45;30;122,534496
818,1;30,319;clear;20;10;156,09348
847,2;30,74;clear;20;30;149,44608
851,4;32,3;clear;45;30;142,677612
808,3;26,809;clear;45;20;140,983686
629,8;24,31;clear;20;30;111,09672
565,2;20,549;clear;20;10;107,84016
399,6;12,716;clear;45;20;69,698232
212,9;8,773;clear;20;20;39,08844
196,2;6,762;clear;45;30;32,879196
52,1;1,892;clear;20;30;9,19044
42,7;2,277;clear;20;30;7,53228
23;2,049;clear;45;10;4,16898
0;0;clear;45;30;0
0;0;clear;45;10;0
36,4;1,743;clear;45;20;6,348888
0;0;clear;20;10;0
37;1,867;clear;45;20;6,45354
68,4;0,5;clear;45;10;12,398184
207,9;7,324;clear;20;30;36,67356
255,3;7,979;clear;45;10;46,275678
370,1;15,797;clear;20;20;67,95036
479,9;17,715;clear;45;10;86,986674
631,4;23,895;clear;20;10;120,47112
691,2;28,181;clear;45;20;120,559104
889,9;33,959;clear;20;20;163,38564
805,4;31,875;clear;20;10;153,67032
773,6;27,905;clear;20;30;136,46304
729,7;28,476;clear;20;20;133,97292
578,3;24,179;clear;20;30;102,01212
476,3;18,215;clear;20;30;84,01932
406,2;15,759;clear;45;20;70,849404
245,6;9,442;clear;45;30;41,157648
176,1;6,15;clear;20;10;33,59988
118,1;2,946;clear;20;10;22,53348
28,2;0,75;clear;45;10;5,111532
52,7;0;clear;20;30;9,29628
0;0;cloudy;20;20;0
0;0;cloudy;20;20;0
243,8;8,91;cloudy;20;30;43,00632
33,1;1,89;cloudy;20;30;5,83884
151,4;4,763;cloudy;45;10;27,442764
5,6;0,364;cloudy;45;10;1,015056
219,3;10,345;cloudy;45;30;36,750294
110,5;2,071;cloudy;45;30;18,51759
330,9;13,375;cloudy;45;30;55,452222
371,4;14,968;cloudy;45;20;64,779588
598,2;26,348;cloudy;20;10;114,13656
423,8;14,893;cloudy;20;10;80,86104
731,8;27,786;cloudy;20;20;134,35848
524,9;21,414;cloudy;45;30;87,962742
573,3;22,84;cloudy;20;30;101,13012
522,2;19,989;cloudy;20;20;95,87592
664,3;26,286;cloudy;45;30;111,323394
350;12,327;cloudy;20;10;66,78
302,8;9,449;cloudy;20;20;55,59408
193,5;6,637;cloudy;45;20;33,75027
188;9,25;cloudy;45;10;34,07688
93,5;2,172;cloudy;45;30;15,66873
51,1;0;cloudy;45;30;8,563338
0;0;cloudy;20;10;0
0;0;clear;20;20;0
0;0;clear;20;30;0
0;0;clear;45;30;0
82,9;0,648;clear;45;30;13,892382
136,7;4,088;clear;20;10;26,08236
72,1;5,2;clear;45;30;12,082518
200,1;9,687;clear;45;30;33,532758
266,9;9,237;clear;20;30;47,08116
398,8;12,078;clear;45;10;72,286488
497,5;21,453;clear;45;20;86,77395
658,2;24,129;clear;20;10;125,58456
756,8;30,473;clear;20;20;138,94848
925,1;35,248;clear;45;10;167,683626
880,2;36,757;clear;20;30;155,26728
975,3;39,397;clear;45;20;170,111826
792,6;29,312;clear;45;30;132,823908
691,4;30,94;clear;20;30;121,96296
573,7;22,87;clear;45;10;103,988862
424,9;14,686;clear;20;20;78,01164
318;12,656;clear;45;30;53,29044
252,7;11,07;clear;45;20;44,075934
77,2;2,053;clear;20;30;13,61808
83,6;2,481;clear;20;30;14,74704
0;0;clear;45;20;0
0;0;clear;45;10;0
0;0;clear;20;20;0
0;0;clear;20;10;0
69,2;1,823;clear;20;10;13,20336
91,5;2,428;clear;45;30;15,33357
166;7,678;clear;20;30;29,2824
232,2;5,915;clear;20;10;44,30376
312,2;13,458;clear;20;20;57,31992
412,2;15,353;clear;45;30;69,076476
530,2;21,581;clear;20;30;93,52728
640,5;27,568;clear;20;10;122,2074
773,3;28,255;clear;20;30;136,41012
834,6;31,647;clear;45;30;139,862268
862,6;34,177;clear;45;20;150,454692
903,1;34,756;clear;45;20;157,518702
811,7;31,536;clear;20;20;149,02812
673,9;27,915;clear;20;20;123,72804
587,8;23,66;clear;45;10;106,544628
435,3;14,787;clear;20;20;79,92108
306,8;12,521;clear;20;10;58,53744
208,7;8,781;clear;45;30;34,973946
119,3;2,304;clear;45;10;21,624318
104,6;2,87;clear;45;10;18,959796
82,4;2,223;clear;45;10;14,935824
0;0;clear;20;10;0
0;0;clear;45;10;0
2;3,039;clear;20;10;0,3816
51,9;0,493;clear;45;30;8,697402
83,2;3,753;clear;45;30;13,942656
84,8;4,636;clear;20;10;16,17984
215,5;6,898;clear;45;30;36,11349
382,5;14,784;clear;20;20;70,227
379,5;14,453;clear;20;30;66,9438
549,8;19,882;clear;45;20;95,896116
693,9;28,329;clear;20;20;127,40004
850,2;32,724;clear;20;20;156,09672
899,9;35,49;clear;45;30;150,805242
832,1;32,567;clear;20;10;158,76468
846,1;33,972;clear;20;30;149,25204
820,4;28,484;clear;20;20;150,62544
685,6;23,935;clear;45;30;114,892848
500,6;19,179;clear;45;20;87,314652
470,7;16,784;clear;45;20;82,099494
303,2;12,177;clear;20;20;55,66752
199,4;10,159;clear;20;30;35,17416
72,6;3,97;clear;45;20;12,662892
80,4;4,771;clear;20;10;15,34032
46,2;1,948;clear;20;10;8,81496
0;0;clear;20;10;0
0;0;clear;45;10;0
41,6;1,548;clear;20;20;7,63776
50,6;3,421;clear;45;30;8,479548
69,5;3,961;clear;45;10;12,59757
113,3;3,69;clear;45;30;18,986814
173,3;6,836;clear;45;30;29,041614
288,8;11,484;clear;45;30;48,397104
401,4;18,077;clear;45;20;70,012188
615,2;24,658;clear;20;20;112,95072
676,2;24,93;clear;45;30;113,317596
827,7;31,639;clear;20;30;146,00628
858,3;34,319;clear;20;30;151,40412
870;32,274;clear;45;10;157,6962
929,3;37,263;clear;20;30;163,92852
787;28,705;clear;20;30;138,8268
742,8;26,278;clear;45;20;129,559176
521,8;20,389;clear;20;10;99,55944
424,1;17,985;clear;45;10;76,872366
348,4;12,858;clear;45;30;58,384872
137,9;5,283;clear;45;10;24,995754
166,9;4,005;clear;20;30;29,44116
27,9;1,825;clear;45;30;4,675482
89,9;2,638;clear;20;10;17,15292
0;0;clear;45;20;0
0;0;clear;20;20;0
12,1;0;clear;45;10;2,193246
0;0;clear;20;10;0
73,9;3,902;clear;20;20;13,56804
99,8;3,965;clear;45;30;16,724484
302,5;9,309;clear;45;10;54,83115
268,2;11,788;clear;45;20;46,779444
403,6;14,554;clear;20;10;77,00688
591,3;23,342;clear;20;10;112,82004
667,2;26,613;clear;45;10;120,936672
888,5;32,923;clear;20;10;169,5258
918,9;37,092;clear;45;10;166,559814
946,4;34,896;clear;45;30;158,597712
878,6;32,518;clear;45;20;153,245412
765;31,174;clear;20;20;140,454
752,2;29,608;clear;20;30;132,68808
537,5;20,351;clear;20;10;102,555
463,1;18,924;clear;20;30;81,69084
316,2;13,482;clear;20;10;60,33096
188,6;7,925;clear;45;30;31,605588
141,2;3,809;clear;20;20;25,92432
103,3;5,279;clear;45;30;17,311014
70,1;1,881;clear;45;10;12,706326
0;0;cloudy;20;20;0
0;0;cloudy;45;30;0
0;0;cloudy;20;20;0
0;0;cloudy;45;20;0
0;0;cloudy;20;30;0
29,8;2,315;cloudy;20;30;5,25672
81,9;4,019;cloudy;45;10;14,845194
140,3;4,628;cloudy;45;30;23,511474
181,5;5,828;cloudy;20;30;32,0166
315,6;11,3;cloudy;45;20;55,046952
547,8;21,592;cloudy;45;20;95,547276
626,7;21,659;cloudy;45;20;109,309014
634,7;23,673;cloudy;45;30;106,363026
877,7;34,792;cloudy;20;20;161,14572
768,4;30,352;cloudy;20;10;146,61072
728,6;27,629;cloudy;20;30;128,52504
595,1;23,087;cloudy;45;30;99,726858
425,3;15,191;cloudy;45;30;71,271774
315,2;12,308;cloudy;45;10;57,133152
89,3;2,076;cloudy;45;10;16,186518
228,1;6,907;cloudy;20;20;41,87916
139,8;6,252;cloudy;20;10;26,67384
50,3;4,431;cloudy;45;30;8,429274
147,9;6,163;cloudy;20;10;28,21932
0;0;clear;20;30;0
0;0;clear;45;20;0
13,8;0,774;clear;45;20;2,406996
60,9;1,459;clear;45;10;11,038734
136,1;8,941;clear;45;30;22,807638
74,1;1,676;clear;20;10;14,13828
256,7;8,001;clear;20;30;45,28188
308,7;13,103;clear;20;30;54,45468
360,4;14,716;clear;20;30;63,57456
567,9;22,331;clear;45;10;102,937554
664,1;26,941;clear;45;20;115,832322
841,2;34,429;clear;45;10;152,475912
875;33,708;clear;20;10;166,95
960;36,441;clear;20;30;169,344
905,5;34,892;clear;45;20;157,93731
830,5;32,459;clear;45;20;144,85581
691,4;25,372;clear;20;10;131,91912
548;23,494;clear;20;30;96,6672
441,6;17,46;clear;20;20;81,07776
251,6;9,298;clear;20;30;44,38224
209,6;8,721;clear;45;20;36,558432
95,1;2,614;clear;20;30;16,77564
101,8;3,306;clear;20;10;19,42344
36,8;1,456;clear;20;30;6,49152
0;0;clear;20;10;0
0;0;clear;20;30;0
2,1;1,924;clear;20;30;0,37044
0;0;clear;20;30;0
157,8;3,042;clear;20;10;30,10824
29,7;2,542;clear;20;20;5,45292
122,2;5,344;clear;45;20;21,314124
346,3;14,122;clear;20;30;61,08732
380,4;15,589;clear;45;20;66,349368
665;22,454;clear;20;20;122,094
710,2;24,777;clear;45;30;119,015316
898,5;32,221;clear;20;10;171,4338
995,6;37,259;clear;20;10;189,96048
922;34,768;clear;45;30;154,50876
976;37,899;clear;45;20;170,23392
870,6;33,729;clear;45;10;157,804956
743,9;28,931;clear;20;10;141,93612
582,1;23,049;clear;45;30;97,548318
477,3;18,297;clear;45;20;83,250666
313,4;11,225;clear;20;30;55,28376
239,5;9,507;clear;20;20;43,9722
111,2;7,097;clear;20;30;19,61568
45,4;0,246;clear;20;10;8,66232
107,7;6,175;clear;20;20;19,77372
0;0;clear;20;30;0
0;0;clear;20;30;0
77;3,934;clear;45;20;13,43034
50,6;1,34;clear;45;20;8,825652
0;0;clear;20;10;0
161,9;7,092;clear;45;30;27,131202
147,2;5,97;clear;45;10;26,681472
303,1;11,845;clear;20;30;53,46684
425,4;11,574;clear;45;10;77,108004
629,5;21,814;clear;20;10;120,1086
650,5;24,188;clear;20;10;124,1154
786,4;30,308;clear;20;30;138,72096
840,3;36,911;clear;20;30;148,22892
872;30,787;clear;20;30;153,8208
884,9;31,843;clear;20;30;156,09636
774;31,661;clear;45;30;129,70692
638,6;21,639;clear;45;10;115,752636
547,6;18,274;clear;45;20;95,512392
419,3;17,736;clear;20;10;80,00244
303,6;12,395;clear;45;20;52,953912
110,6;1,979;clear;45;10;20,047356
113,9;4,94;clear;45;20;19,866438
112,8;6,038;clear;20;20;20,71008
48,6;0,586;clear;20;20;8,92296
0;0;clear;20;20;0
0;0;clear;45;20;0
0;0;clear;20;10;0
28,7;1,296;clear;45;20;5,005854
137,7;5,11;clear;45;30;23,075766
172,2;7,463;clear;45;30;28,857276
241,6;13,049;clear;20;20;44,35776
302,8;11,838;clear;45;30;50,743224
402,6;14,981;clear;45;20;70,221492
495,7;18,183;clear;20;20;91,01052
759,5;29,854;clear;45;10;137,66697
771,9;31,586;clear;45;10;139,914594
888,9;33,338;clear;20;10;169,60212
873;33,982;clear;20;10;166,5684
886,4;32,741;clear;20;10;169,12512
784,7;27,925;clear;45;20;136,867374
729,2;27,427;clear;45;20;127,187064
517,8;19,582;clear;45;20;90,314676
381,2;17,418;clear;45;20;66,488904
316,7;13,438;clear;45;20;55,238814
177,6;7,202;clear;20;20;32,60736
141,9;5,941;clear;20;10;27,07452
20,2;0,994;clear;20;20;3,70872
0;0;clear;45;10;0
0;0;clear;45;30;0
0;0;clear;45;10;0
0;0;clear;45;20;0
49,6;0,68;clear;45;20;8,651232
0;0;clear;20;30;0
99,2;3,741;clear;20;20;18,21312
173,4;6,214;clear;45;20;30,244428
323,8;14,546;clear;45;20;56,477196
473,1;20,267;clear;45;20;82,518102
571,9;23,388;clear;45;10;103,662594
741,5;26,182;clear;45;10;134,40429
812,9;32,264;clear;45;30;136,225782
955,1;38,507;clear;20;20;175,35636
986,7;36,187;clear;20;10;188,26236
884;31,341;clear;45;20;154,18728
882,8;34,458;clear;20;30;155,72592
702,1;30,527;clear;20;30;123,85044
568,9;19,843;clear;20;20;104,45004
402,2;14,414;clear;20;10;76,73976
343,8;14,848;clear;20;20;63,12168
202,6;7,658;clear;45;10;36,723276
186,7;7,694;clear;45;10;33,841242
106,5;3,722;clear;45;20;18,57573
108,4;7,145;clear;20;10;20,68272
0;0;cloudy;45;30;0
0;0;cloudy;45;30;0
67,8;3,274;cloudy;45;30;11,361924
0;0;cloudy;20;30;0
67,8;5,171;cloudy;20;10;12,93624
93,9;2,293;cloudy;45;20;16,378038
307;14,18;cloudy;20;30;54,1548
281,1;10,521;cloudy;20;10;53,63388
338,2;13,024;cloudy;45;20;58,988844
449,8;16,763;cloudy;20;10;85,82184
695,2;30,657;cloudy;45;30;116,501616
419;14,592;cloudy;20;10;79,9452
738,3;29,126;cloudy;20;30;130,23612
714,5;26,291;cloudy;45;30;119,73591
629,1;21,685;cloudy;45;10;114,030666
444,1;18,132;cloudy;20;10;84,73428
563,6;18,799;cloudy;20;20;103,47696
481,8;14,26;cloudy;20;20;88,45848
73,6;4,079;cloudy;20;10;14,04288
340,8;17,846;cloudy;20;30;60,11712
231,4;6,137;cloudy;20;10;44,15112
62,4;2,58;cloudy;45;10;11,310624
146,8;3,443;cloudy;20;10;28,00944
0;0;cloudy;45;20;0
0;0;cloudy;45;30;0
0;0;cloudy;20;10;0
0;0;cloudy;20;30;0
45,8;4,041;cloudy;45;10;8,301708
78,6;2,708;cloudy;45;10;14,247036
253;9,684;cloudy;45;10;45,85878
85,3;2,432;cloudy;45;20;14,878026
135,6;7,436;cloudy;20;30;23,91984
410,3;11,975;cloudy;45;20;71,564526
416,7;15,215;cloudy;45;10;75,531042
480,2;15,182;cloudy;20;30;84,70728
662,7;24,877;cloudy;20;10;126,44316
513,3;19,97;cloudy;20;10;97,93764
738;26,156;cloudy;20;10;140,8104
684,9;27,495;cloudy;20;10;130,67892
269,2;11,116;cloudy;45;30;45,112536
373,2;13,994;cloudy;45;20;65,093544
233,8;10,001;cloudy;20;20;42,92568
328,5;11,266;cloudy;45;30;55,05003
359,1;11,47;cloudy;45;20;62,634222
131;4,866;cloudy;45;20;22,84902
83,2;4,102;cloudy;45;30;13,942656
118,8;4,677;cloudy;20;20;21,81168
134,6;1,844;cloudy;20;10;25,68168
0;0;cloudy;45;10;0
0;0;cloudy;45;10;0
0;0;cloudy;20;10;0
96,4;2,475;cloudy;45;20;16,814088
314,1;11,92;cloudy;45;10;56,933766
0;0;cloudy;20;10;0
150,1;7,055;cloudy;45;30;25,153758
329,4;12,363;cloudy;20;10;62,84952
275,4;8,738;cloudy;45;30;46,151532
432,7;17,519;cloudy;20;30;76,32828
410,6;15,354;cloudy;45;10;74,425356
572,6;20,596;cloudy;45;20;99,872892
753;31,267;cloudy;45;30;126,18774
792;31,375;cloudy;45;30;132,72336
579,6;20,544;cloudy;45;20;101,093832
731,4;28,412;cloudy;45;30;122,568012
228;11,805;cloudy;45;10;41,32728
684,6;24,012;cloudy;45;20;119,407932
67,1;3,109;cloudy;20;30;11,83644
108,1;2,077;cloudy;45;30;18,115398
237,3;11,796;cloudy;45;20;41,389866
124,7;2,834;cloudy;20;30;21,99708
0;0;cloudy;20;20;0
153;7,339;cloudy;45;30;25,63974
0;0;cloudy;45;30;0
0;0;cloudy;20;20;0
0;0;cloudy;20;20;0
68,9;2,897;cloudy;45;30;11,546262
348;15,269;cloudy;20;10;66,3984
58,9;1,93;cloudy;45;20;10,273338
65,5;3,165;cloudy;45;30;10,97649
